,SRANK,GRANK,OBJECTID,ELSUBID,ELCODE,SNAME,SCOMNAME,SRANK_CHGD,SRANK_RVWD,EO_TRACK,USESA,SPROT,PBSSTATUS,PBSDATE,PBSQUAL,SGCN,SGCN_COM,SENSITV_SP,ER_RULE,MOD_BY,MOD_DATE,CHG_TYPE,CHG_INFO,CHG_SRC,EXPT_DATE,Rounded_GRANK,Rounded_SRANK,temp_taxostatus,GRANK_rounded,SRANK_rounded,rank_score,resp_score,rarity_score
2482,SH,G5,7631,478973,NBHEP3C020,Tritomaria exsectiformis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2483,SH,G5,7631,478973,NBHEP3C020,Tritomaria exsectiformis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2484,SH,G5,7319,478656,NBMUS52020,Oncophorus virens,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2485,SH,G5,7319,478656,NBMUS52020,Oncophorus virens,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2486,SH,G4,7583,478923,NBMUS4P030,Micromitrium synoicum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SH,,G4,SH,0.0,0.0,
2487,SH,G4G5,7464,478802,NBMUS56070,Orthotrichum cupulatum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SH,,G4,SH,0.0,0.0,
2488,SH,G5,7265,478601,NBMUS6R010,Schwetschkeopsis fabronia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2489,SH,G5,7265,478601,NBMUS6R010,Schwetschkeopsis fabronia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2490,SH,G4?,5304,16412,PDAST8P1Q0,Solidago rupestris,Rock Goldenrod,,,Y,,,TU,1112400000.0,"UXFH: 2005-04-02, VPTC",,,N,,,,,,,28-Feb-22,G4,SH,in biotics,G4,SH,0.0,0.0,
2491,SH,G5,3251,14168,PDMCC02060,Myrica heterophylla,Evergreen Bayberry,,,N,,PX,DL,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.006,
2492,SH,G5,3251,14168,PDMCC02060,Myrica heterophylla,Evergreen Bayberry,,,N,,PX,DL,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.006,
2493,SH,G5,2521,13408,PDBRA11270,Tomostima reptans,Carolina Whitlow-grass,,,Y,,PX,PX,1636761600.0,2021-11-13: PBS Status was already PX; confirmed by VPTC at Fall 2021 Meeting (U22GRU01).,,,N,,sklugman,2/23/2022 3:50:31 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2494,SH,G5,2521,13408,PDBRA11270,Tomostima reptans,Carolina Whitlow-grass,,,Y,,PX,PX,1636761600.0,2021-11-13: PBS Status was already PX; confirmed by VPTC at Fall 2021 Meeting (U22GRU01).,,,N,,sklugman,2/23/2022 3:50:31 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2495,SH,G5?,4387,15282,PMIRI0D020,Sisyrinchium albidum,Blue-eyed Grass,,,Y,,TU,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.003,
2496,SH,G2G4,7983,508180,NLT0015050,Lecidea erythrophaea,a lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,G3,SH,,G3,SH,0.9,0.0,
2497,SH,G5,4794,15773,PMPOT03090,Potamogeton filiformis,Slender Pondweed,,,N,,N,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2498,SH,G5,4794,15773,PMPOT03090,Potamogeton filiformis,Slender Pondweed,,,N,,N,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2499,SH,GNR,7614,478956,NBMUS2X0K0,Fontinalis sullivantii,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SH,,GNR,SH,0.0,0.0,
2500,SH,G5,2004,12891,PDAPI16090,Hydrocotyle umbellata,Many-flowered Pennywort,,,Y,,PX,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2501,SH,G5,2004,12891,PDAPI16090,Hydrocotyle umbellata,Many-flowered Pennywort,,,Y,,PX,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2502,SH,G4G5,4820,15799,PMSMI010H0,Smilax pseudochina,Long-stalked Greenbrier,,,Y,,PX,PX,,,,,N,,,,,,,28-Feb-22,G4,SH,in biotics,G4,SH,0.0,0.0,
2503,SH,G5,4661,15636,PMPOA380B0,Critesion pusillum,Little Barley,,,Y,,PX,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2504,SH,G5,4661,15636,PMPOA380B0,Critesion pusillum,Little Barley,,,Y,,PX,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.0,
2505,SH,GNR,7620,478962,NBMUS5M020,Pleuridium acuminatum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SH,,GNR,SH,0.0,0.0,
2506,SH,G5,7612,478954,NBMUS2W2C0,Fissidens obtusifolius,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2507,SH,G5,7612,478954,NBMUS2W2C0,Fissidens obtusifolius,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2508,SH,G4,4363,15256,PMCYP0R0C0,Scleria minor,Minor Nutrush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,SH,in biotics,G4,SH,0.0,0.0,
2509,SH,G3G5,7479,478817,NBMUS5S0Z0,Pohlia camptotrachela,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SH,,G4,SH,0.0,0.0,
2510,SH,G5,7587,478927,NBMUS4L020,Meesia triquetra,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2511,SH,G5,7587,478927,NBMUS4L020,Meesia triquetra,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2512,SH,G5,3188,14102,PDLAM1X0K0,Stachys hyssopifolia,Hyssop Hedge-nettle,,,Y,,TU,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.025,
2513,SH,G5,3188,14102,PDLAM1X0K0,Stachys hyssopifolia,Hyssop Hedge-nettle,,,Y,,TU,PX,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.025,
2514,SH,G2,9072,525645,PDASTE60H0,Packera crawfordii,Crawford's Ragwort,,,Y,,,PX,1618617600.0,2021-11-29: EST created with initial status = PX (U21GRU06).,,,N,,,,,,,28-Feb-22,G2,SH,,G2,SH,0.95,0.0,
2515,SH,G5,7369,478707,NBMUS1S010,Clasmatodon parvulus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2516,SH,G5,7369,478707,NBMUS1S010,Clasmatodon parvulus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2517,SH,G5,2962,13858,PDFAB3U020,Strophostyles leiosperma,Slick-seeded Wild-bean,,,N,,PX,N,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2518,SH,G5,2962,13858,PDFAB3U020,Strophostyles leiosperma,Slick-seeded Wild-bean,,,N,,PX,N,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2519,SH,G4,6177,19221,NBHEP1Y070,Heterogemma capitata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SH,,G4,SH,0.0,0.0,
2520,SH,G2?,3708,14630,PDROS1Q0E0,Spiraea virginiana,Virginia Spiraea,,,Y,LT,PX,PX,,,,,N,,,,,,,28-Feb-22,G2,SH,in biotics,G2,SH,0.95,0.0,
2521,SH,G5,6094,19131,NBHEP2Z0F0,Riccia glauca,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2522,SH,G5,6094,19131,NBHEP2Z0F0,Riccia glauca,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2523,SH,GNR,7993,508190,NLLEC9R050,Lepraria elobata,a dust lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SH,,GNR,SH,0.0,0.0,
2524,SH,G5,6983,21872,NBMUS8A010,Abietinella abietina,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2525,SH,G5,6983,21872,NBMUS8A010,Abietinella abietina,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2526,SH,G5,4297,15189,PMCYP11040,Cyperus tenuifolius,Thin-leaved Flatsedge,,,N,,TU,DL,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.009,
2527,SH,G5,4297,15189,PMCYP11040,Cyperus tenuifolius,Thin-leaved Flatsedge,,,N,,TU,DL,,,,,N,,,,,,,28-Feb-22,G5,SH,in biotics,G5,SH,0.0,0.009,
2528,SH,G5,7264,478600,NBMUS2M050,Encalypta ciliata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2529,SH,G5,7264,478600,NBMUS2M050,Encalypta ciliata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2530,SH,G4,7407,478745,NBHEP27060,Metzgeria myriopoda,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SH,,G4,SH,0.0,0.0,
2531,SH,G4,6180,19224,NBHEP1A030,Frullania brittoniae,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SH,,G4,SH,0.0,0.0,
2532,SH,G5,2408,13206,PDAST7E020,Pluchea camphorata,Common Camphorweed,,,N,,TU,N,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2533,SH,G5,2408,13206,PDAST7E020,Pluchea camphorata,Common Camphorweed,,,N,,TU,N,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2534,SH,G5,7438,478776,NBMUS6Y010,Sematophyllum adnatum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2535,SH,G5,7438,478776,NBMUS6Y010,Sematophyllum adnatum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2536,SH,G4?,7255,478591,NBMUS6X060,Seligeria recurvata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SH,,G4,SH,0.0,0.0,
2537,SH,G5,7624,478966,NBMUS7T010,Ulota coarctata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2538,SH,G5,7624,478966,NBMUS7T010,Ulota coarctata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2539,SH,G5,6984,21875,PMJUN012X0,Oreojuncus trifidus,Highland Rush,,,Y,,,PX,1334966400.0,RPF 20012-04-21.,,,N,,sklugman,2/23/2022 3:16:30 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2540,SH,G5,6984,21875,PMJUN012X0,Oreojuncus trifidus,Highland Rush,,,Y,,,PX,1334966400.0,RPF 20012-04-21.,,,N,,sklugman,2/23/2022 3:16:30 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2541,SH,G5,7623,478965,NBMUS3X040,Isopterygiopsis pulchella,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2542,SH,G5,7623,478965,NBMUS3X040,Isopterygiopsis pulchella,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2543,SH,G1G2,7681,479040,PDLAM1X1S0,Stachys eplingii,Epling's Hedge-nettle,,,Y,,N,PX,1524268800.0,"2018-04-21: VPTC voted to assign Status = PX as there is no 'Historic' category in the PA Regs.ÿ Current S-Rank set to SH.ÿ We have specimen records to support 3 historic EOs, with fieldwork planned for 2018.",,,N,,,,,,,28-Feb-22,G1,SH,,G1,SH,1.0,0.0,
2544,SH,G5T4T5,2309,13332,PDBOR0B081,Andersonglossum boreale,Northern Hound's-tongue,,,Y,,PX,PX,1636761600.0,"2021-11-13: PBS Status was already listed as PX, confirmed by VPTC at Fall 2021 meeting (U22GRU01).",,,N,,sklugman,2/23/2022 3:49:56 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,T4,SH,in biotics,T4,SH,0.0,0.0,
2545,SH,G1G2,3161,14075,PDLAM1N030,Pycnanthemum clinopodioides,Mountain-mint,,,Y,,N,PX,1236124800.0,"Added 22 March 1997 VPTC mtg as UTF; TF confirmed 1999-05-01, VPTC; TUEF: VPTC November 2008 (S. Grund); reviewed 2009-03-04 (VPTC Members) and changed to PX - last record from 1948, Berks County",,,N,,,,,,,28-Feb-22,G1,SH,in biotics,G1,SH,1.0,0.0,
2546,SH,GNR,5975,18536,PMCYP03KV0,Carex cumberlandensis,Cumberland Sedge,,,Y,,,PX,1556323200.0,"PX: 2019-04-17, VPTC. Reviewed/approved by DCNR 2019-06-24. UXF: 2005-04-02, VPTC",,,N,EXCLUDE,,,,,,28-Feb-22,GNR,SH,in biotics,GNR,SH,0.0,0.006,
2547,SH,G5,6173,19217,NBHEP2Y010,Riccardia chamedryfolia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2548,SH,G5,6173,19217,NBHEP2Y010,Riccardia chamedryfolia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2549,SH,G4,2005,12892,PDAPI18040,Ligusticum canadense,Nondo Lovage,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,SH,in biotics,G4,SH,0.0,0.0,
2550,SH,G4G5T4,7224,478559,NBMUS01012,Acaulon muticum var. rufescens,,,,N,,,,,,,,N,,,,,,,28-Feb-22,T4,SH,,T4,SH,0.0,0.0,
2551,SH,G5,7600,478940,NBMUS2W0D0,Fissidens fontanus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2552,SH,G5,7600,478940,NBMUS2W0D0,Fissidens fontanus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SH,,G5,SH,0.0,0.0,
2553,SNA,G1,3989,14920,PGGIN01010,Ginkgo biloba,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G1,SNA,,G1,SNA,1.0,0.0,
2554,SNA,G5,2558,13445,PDCAB02010,Cabomba caroliniana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2555,SNA,G5,2558,13445,PDCAB02010,Cabomba caroliniana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2556,SNA,GNR,2548,13435,PDBRA2C010,Sisymbrium altissimum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2557,SNA,GNR,3920,14847,PDVAL03090,Valeriana officinalis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2558,SNA,G5,3290,14208,PDONA050W0,Clarkia purpurea,Farewell-to-spring,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2559,SNA,G5,3290,14208,PDONA050W0,Clarkia purpurea,Farewell-to-spring,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2560,SNA,GNR,2626,13514,PDCAR0U230,Silene vulgaris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2561,SNA,G5,6926,21661,PDLYT04010,Didiplis diandra,Water-purslane,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2562,SNA,G5,6926,21661,PDLYT04010,Didiplis diandra,Water-purslane,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2563,SNA,GNR,4464,15361,PMLIL0W010,Galanthus nivalis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2564,SNA,GNR,1939,12826,PDACE01040,Acer ginnala,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2565,SNA,GNR,2969,13865,PDFAB400U0,Trifolium dubium,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2566,SNA,G5,3660,14581,PDROS1G010,Pyrus communis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2567,SNA,G5,3660,14581,PDROS1G010,Pyrus communis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2568,SNA,G1G2Q,2912,13807,PDFAB1D0M0,Desmodium humifusum,Trailing Tick-trefoil,,,N,,PE,DL,858902400.0,"XT: 1997-03-21, VPTC DELISTED IN MAY 2002. CONSIDERED TO BE MARGINALLY FERTILE HYBRID OF D. ROTUNDIFOLIUM AND D. PANICULATUM (JAY RAVEILL, PERS COMM, 3/02, TO BE PUBLISHED IN RHODORA). SRANK CHANGED IN APRIL 2003.",,,N,,,,,,,28-Feb-22,G1,SNA,in biotics,G1,SNA,1.0,0.414,
2569,SNA,GNR,3240,14157,PDMAL0H120,Hibiscus syriacus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2570,SNA,GNR,4576,15543,PMPOA1S040,Crypsis schoenoides,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2571,SNA,GNR,2878,13773,PDEUP0Q0L0,Euphorbia esula,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2572,SNA,G2,1960,12847,PDAMA040Z0,Amaranthus pumilus,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G2,SNA,,G2,SNA,0.95,0.0,
2573,SNA,G2,2013,12900,PDAPI1Y040,Ptilimnium nodosum,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G2,SNA,,G2,SNA,0.95,0.0,
2574,SNA,GNR,2960,13856,PDFAB3N0A0,Sophora japonica,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2575,SNA,G5,1967,12854,PDAMA0A040,Froelichia floridana,Florida Cottonweed,,,N,,PX,N,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2576,SNA,G5,1967,12854,PDAMA0A040,Froelichia floridana,Florida Cottonweed,,,N,,PX,N,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2577,SNA,GNR,2794,13687,PDCRA0A1A0,Sedum sarmentosum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2578,SNA,G2,4928,15908,PPLYC03090,Lycopodiella subappressa,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G2,SNA,,G2,SNA,0.95,0.0,
2579,SNA,GNR,4139,15093,PMCYP038Z0,Carex muricata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2580,SNA,GNR,2563,13450,PDCAM0D010,Legousia speculum-veneris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2581,SNA,GNR,4749,15726,PMPOA5R020,Sorghum bicolor,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2582,SNA,GNR,2648,13536,PDCEL05040,Euonymus europaeus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2583,SNA,G5,2218,13117,PDAST3P1S0,Eupatorium serotinum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2584,SNA,G5,2218,13117,PDAST3P1S0,Eupatorium serotinum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2585,SNA,G4?,3611,14945,PMACO01020,Acorus calamus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SNA,,G4,SNA,0.0,0.0,
2586,SNA,G5,3717,14639,PDRUB0H0B0,Diodia virginiana,Larger Button-weed,,,N,,TU,N,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2587,SNA,G5,3717,14639,PDRUB0H0B0,Diodia virginiana,Larger Button-weed,,,N,,TU,N,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2588,SNA,GNR,2163,13061,PDAST1Y0A0,Centaurea jacea,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2589,SNA,G4?Q,4704,15679,PMPOA4K2N0,Panicum bicknellii,Bicknell's Panic-grass,,,N,,N,DL,1256169600.0,"Delisted: Hybrid without conservation value, VPTC 2009-10-22. UTTF: 1998-11-13, VPTC",,,N,,,,,,,28-Feb-22,G4,SNA,in biotics,G4,SNA,0.0,0.0,
2590,SNA,GNR,2490,13377,PDBRA0C070,Brassica nigra,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2591,SNA,GNR,2167,13065,PDAST1Y0W0,Centaurea stoebe ssp. micranthos,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2592,SNA,G5,4411,15308,PMJUN01180,Juncus gerardii,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2593,SNA,G5,4411,15308,PMJUN01180,Juncus gerardii,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2594,SNA,GNR,2494,13381,PDBRA0H010,Camelina microcarpa,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2595,SNA,GNR,2090,12982,PDAST0M050,Arctium vulgare,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2596,SNA,GNR,3749,14673,PDRUT0H020,Ruta graveolens,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2597,SNA,G5,2229,13129,PDAST440S0,Gnaphalium uliginosum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2598,SNA,G5,2229,13129,PDAST440S0,Gnaphalium uliginosum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2599,SNA,GNR,3344,14262,PDPED02020,Sesamum orientale,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2600,SNA,GNR,2972,13868,PDFAB401Z0,Trifolium pratense,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2601,SNA,GNR,2537,13424,PDBRA24010,Raphanus raphanistrum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2602,SNA,GNR,3874,14799,PDSCR200T0,Veronica polita,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2603,SNA,GNR,3282,14199,PDOLE07010,Ligustrum amurense,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2604,SNA,GNR,3670,14591,PDROS1J0L0,Rosa micrantha,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2605,SNA,GNR,4523,15490,PMPOA07050,Alopecurus creticus,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2606,SNA,GU,7073,22170,PDPGN0L252,Fallopia dumetorum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GU,SNA,,GU,SNA,0.0,0.0,
2607,SNA,GNR,4369,15262,PMCYP11060,Cyperus brevifolioides,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2608,SNA,G2Q,3695,14617,PDROS1K8C0,Rubus whartoniae,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G2,SNA,,G2,SNA,0.95,0.0,
2609,SNA,G5,3697,14619,PDROS1L040,Sanguisorba minor,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2610,SNA,G5,3697,14619,PDROS1L040,Sanguisorba minor,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
2611,SNA,G5,4791,15770,PMPOT03060,Potamogeton crispus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,in biotics,G5,SNA,0.0,0.0,
2612,SNA,G5,4791,15770,PMPOT03060,Potamogeton crispus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,in biotics,G5,SNA,0.0,0.0,
2613,SNA,GNR,2553,13440,PDBRA2Y010,Coincya monensis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2614,SNA,GNR,2386,13184,PDAST5F070,Lactuca saligna,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2615,SNA,GNR,3401,14323,PDPGN0P020,Rumex acetosella,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2616,SNA,GNR,3645,14566,PDROS1C060,Prunus avium,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2617,SNA,GNR,1945,12832,PDACE010E0,Acer pseudoplatanus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2618,SNA,GNR,3297,14215,PDONA060T0,Epilobium parviflorum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNA,,GNR,SNA,0.0,0.0,
2619,SNA,G5,2612,13500,PDCAR0P090,Sagina procumbens,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNA,,G5,SNA,0.0,0.0,
